Title,Price,Location,Surface,Number_of_Rooms,Floor,Finishing_Condition,Heating,Parking_Space,Balcony_Garden_Terrace,Link,Voivodeship,City
"12min do METRA - widna kuchnia, blisko s8 kredyt2%",587281.0,"ul. Lewandów, Grodzisk, Białołęka, Warszawa, mazowieckie",52.51,3 ,1/2,do wykończenia,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/12min-do-metra-widna-kuchnia-blisko-s8-kredyt2-ID4nUCc,Mazowieckie,Warszawa
Kawalerka przy metrze Świętokrzyska,559000.0,"ul. Bagno, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",28.0,1 ,parter/16,do zamieszkania,miejskie,,,https://www.otodom.pl/pl/oferta/kawalerka-przy-metrze-swietokrzyska-ID4nSk1,Mazowieckie,Warszawa
Bezpośrednio cicha Kawalerka niedaleko metra,645000.0,"ul. Wołoska, Wyględów, Mokotów, Warszawa, mazowieckie",34.0,1 ,4/4,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/bezposrednio-cicha-kawalerka-niedaleko-metra-ID4nNdv,Mazowieckie,Warszawa
"W pełni wyposażone, nowoczesne 2 pokojowe",875000.0,"Służewiec, Mokotów, Warszawa, mazowieckie",54.81,1 ,8/8,do zamieszkania,miejskie,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/w-pelni-wyposazone-nowoczesne-2-pokojowe-ID4mpM0,Mazowieckie,Warszawa
2-pokojowe+ balkon na Mokotowie,1032900.0,"ul. Czerska, Sielce, Mokotów, Warszawa, mazowieckie",62.6,2 ,1/8,do zamieszkania,miejskie,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/2-pokojowe-balkon-na-mokotowie-ID4mYMM,Mazowieckie,Warszawa
"Trzy pokoje na Woli, ul. Waliców.",780000.0,"ul. Waliców, Mirów, Wola, Warszawa, mazowieckie",47.8,3 ,> 10/15,,,,,https://www.otodom.pl/pl/oferta/trzy-pokoje-na-woli-ul-walicow-ID4nUzs,Mazowieckie,Warszawa
Atrakcyjne 3 pokoje-dwa balkony-garaż,1160000.0,"Natolin, Ursynów, Warszawa, mazowieckie",71.4,3 ,2,,,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/atrakcyjne-3-pokoje-dwa-balkony-garaz-ID4nUAo,Mazowieckie,Warszawa
Dwupokojowe mieszkanie z loggią i balkonem!,725000.0,"ul. Marcina z Wrocimowic, Nowodwory, Białołęka, Warszawa, mazowieckie",56.37,2 ,2/5,,inne,garaż/miejsce parkingowe,"balkon, taras",https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-z-loggia-i-balkonem-ID4nugD,Mazowieckie,Warszawa
Przestronne mieszkanie garderoba + pom gospodarcze,915000.0,"ul. Marywilska, Żerań, Białołęka, Warszawa, mazowieckie",69.0,4 ,3/5,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-garderoba-pom-gospodarcze-ID4nG9w,Mazowieckie,Warszawa
1-pokojowe mieszkanie 32m2 + balkon Bezpośrednio,656007.0,"ul. Redutowa, Ulrychów, Wola, Warszawa, mazowieckie",32.11,1 ,2/8,do wykończenia,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-bezposrednio-ID4jwZz,Mazowieckie,Warszawa
Elegancki Apartament Pod Skoczną+2Garaż,2155000.0,"ul. Leszczyny, Stegny, Mokotów, Warszawa, mazowieckie",113.5,4 ,2/3,do zamieszkania,inne,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/elegancki-apartament-pod-skoczna-2garaz-ID4nTg5,Mazowieckie,Warszawa
Kamienica na Starym Mokotowie | 3 pokoje | 73 m2,1606000.0,"Stary Mokotów, Mokotów, Warszawa, mazowieckie",73.0,3 ,1/4,do zamieszkania,gazowe,,balkon,https://www.otodom.pl/pl/oferta/kamienica-na-starym-mokotowie-3-pokoje-73-m2-ID4nUtK,Mazowieckie,Warszawa
"2 pok, kamienica, do wprowadzenia, bez Pcc",600950.0,"ul. Potrzebna, Nowe Włochy, Włochy, Warszawa, mazowieckie",34.34,2 ,3/3,do zamieszkania,miejskie,,,https://www.otodom.pl/pl/oferta/2-pok-kamienica-do-wprowadzenia-bez-pcc-ID4nUtE,Mazowieckie,Warszawa
"Bezpośrednio przy Metrze Chrzanów, nowe i gotowe.",1180000.0,"ul. Szeligowska 30A, Górce, Bemowo, Warszawa, mazowieckie",68.0,3 ,3/5,do wykończenia,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/bezposrednio-przy-metrze-chrzanow-nowe-i-gotowe-ID4nTcR,Mazowieckie,Warszawa
2-pokojowe mieszkanie na Żoliborzu,730000.0,"ul. Izabelli, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",41.3,2 ,4/4,do zamieszkania,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-zoliborzu-ID4nN6l,Mazowieckie,Warszawa
Gotowe do wprowadzenia | 2 miejsca parkingowe,799000.0,"Polki, Wyczółki, Ursynów, Warszawa, mazowieckie",47.13,2 ,parter/3,,miejskie,garaż/miejsce parkingowe,ogródek,https://www.otodom.pl/pl/oferta/gotowe-do-wprowadzenia-2-miejsca-parkingowe-ID4nSRq,Mazowieckie,Warszawa
Na Sprzedaż! Kawalerka w nowoczesnym budownictwie,685000.0,"ul. Pawia, Nowolipki, Wola, Warszawa, mazowieckie",24.78,1 ,3/4,,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/na-sprzedaz-kawalerka-w-nowoczesnym-budownictwie-ID4nN2a,Mazowieckie,Warszawa
2 pokoje w wysokim standardzie | Wola,935000.0,"Gumińska, Odolany, Wola, Warszawa, mazowieckie",44.46,2 ,7/8,,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/2-pokoje-w-wysokim-standardzie-wola-ID4nAJa,Mazowieckie,Warszawa
56m2 / klimatyzacja /3 pokoje / 2 balkony / Wola,1280000.0,"ul. Stańczyka, Odolany, Wola, Warszawa, mazowieckie",55.95,3 ,8/14,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/56m2-klimatyzacja-3-pokoje-2-balkony-wola-ID4nzdr,Mazowieckie,Warszawa
"2 pokoje na Powiślu, 39,47mkw.",699000.0,"ul. Ludna, Solec, Śródmieście, Warszawa, mazowieckie",39.47,2 ,3/16,do remontu,,,,https://www.otodom.pl/pl/oferta/2-pokoje-na-powislu-39-47mkw-ID4nc2g,Mazowieckie,Warszawa
Mieszkanie w nowoczesnym budownictwie,820000.0,"ul. Konstancińska, Sadyba, Mokotów, Warszawa, mazowieckie",55.3,2 ,4/9,,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-w-nowoczesnym-budownictwie-ID4n5WO,Mazowieckie,Warszawa
2 Pokoje | Praga Południe | Fundamentowa,649000.0,"ul. Fundamentowa, Grochów, Praga-Południe, Warszawa, mazowieckie",48.5,2 ,2/4,,,,,https://www.otodom.pl/pl/oferta/2-pokoje-praga-poludnie-fundamentowa-ID4mHNx,Mazowieckie,Warszawa
2 pokoje | 50mkw | balkon | garaż | bezpośrednio,986000.0,"ul. Aleksandra Gieysztora, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",50.0,2 ,2/3,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/2-pokoje-50mkw-balkon-garaz-bezposrednio-ID4npMt,Mazowieckie,Warszawa
"Mieszkanie, 66 m², Warszawa",1560000.0,"ul. Akademicka, Stara Ochota, Ochota, Warszawa, mazowieckie",66.0,2 ,2/4,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-66-m-warszawa-ID4nEFj,Mazowieckie,Warszawa
"Mokotów, ul.Obrzeżna! 3-pokojowe, do wprowadzenia",1249000.0,"ul. Obrzeżna, Służewiec, Mokotów, Warszawa, mazowieckie",67.0,3 ,3/4,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/mokotow-ul-obrzezna-3-pokojowe-do-wprowadzenia-ID4nJfA,Mazowieckie,Warszawa
"37 mkw Coopera Bemowo, z 2 garażami, idealne 2%",590000.0,"ul. gen. Meriana C. Coopera, Chrzanów, Bemowo, Warszawa, mazowieckie",37.0,1 ,2/3,do zamieszkania,kotłownia,garaż/miejsce parkingowe,"balkon, taras",https://www.otodom.pl/pl/oferta/37-mkw-coopera-bemowo-z-2-garazami-idealne-2-ID4nCZm,Mazowieckie,Warszawa
Kklimatyczne mieszkanie w kamienicy na Powiślu,1800000.0,"Powiśle, Śródmieście, Warszawa, mazowieckie",85.0,4 ,3,,,,,https://www.otodom.pl/pl/oferta/kklimatyczne-mieszkanie-w-kamienicy-na-powislu-ID4n9sH,Mazowieckie,Warszawa
3 pokojowy Premium Apartament na Bliskiej Woli|,2500000.0,"ul. Jana Kazimierza, Odolany, Wola, Warszawa, mazowieckie",75.0,3 ,8/11,,,garaż/miejsce parkingowe,"balkon, taras",https://www.otodom.pl/pl/oferta/3-pokojowy-premium-apartament-na-bliskiej-woli-ID4nIgs,Mazowieckie,Warszawa
2-pokojowy apartment w Bliska Wola Towers,1145000.0,"ul. Marcina Kasprzaka, Odolany, Wola, Warszawa, mazowieckie",38.3,2 ,> 10/23,,,,,https://www.otodom.pl/pl/oferta/2-pokojowy-apartment-w-bliska-wola-towers-ID4nNA7,Mazowieckie,Warszawa
Mieszkanie w urokliwej dzielnicy Białołęka|39 m2,526500.0,"ul. Pasłęcka, Nowodwory, Białołęka, Warszawa, mazowieckie",39.0,1 ,1/4,,,,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-w-urokliwej-dzielnicy-bialoleka-39-m2-ID4nHlv,Mazowieckie,Warszawa
"Bielany blisko Metra ,3 pokoje",990000.0,"ul. Kwitnąca, Chomiczówka, Bielany, Warszawa, mazowieckie",64.8,3 ,9/10,do zamieszkania,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/bielany-blisko-metra-3-pokoje-ID4mn3D,Mazowieckie,Warszawa
"Mieszkanie 62,3m Kabaty, Ursynów",800000.0,"ul. Polnej Róży 1, Kabaty, Ursynów, Warszawa, mazowieckie",62.3,2 ,3/5,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-62-3m-kabaty-ursynow-ID4nNBO,Mazowieckie,Warszawa
Stare Bielany ! Dwa pokoje.Metro! Balkon!,592000.0,"Stare Bielany, Bielany, Warszawa, mazowieckie",37.13,2 ,2/3,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/stare-bielany-dwa-pokoje-metro-balkon-ID4nB2s,Mazowieckie,Warszawa
Bielany! Ogródek! Metro!,622200.0,"ul. Jana Kasprowicza, Wawrzyszew, Bielany, Warszawa, mazowieckie",36.6,1 ,parter/4,do zamieszkania,,,"balkon, ogródek",https://www.otodom.pl/pl/oferta/bielany-ogrodek-metro-ID4nwBm,Mazowieckie,Warszawa
Stara Ochota. Kawalerka. Balkon.,680000.0,"ul. Grójecka, Stara Ochota, Ochota, Warszawa, mazowieckie",40.26,1 ,2/6,,miejskie,,balkon,https://www.otodom.pl/pl/oferta/stara-ochota-kawalerka-balkon-ID4nP7i,Mazowieckie,Warszawa
Mieszkanie przy samym metrze z ogródkiem!,850000.0,"Jelonki Północne, Bemowo, Warszawa, mazowieckie",68.1,4 ,parter/3,do remontu,,,taras,https://www.otodom.pl/pl/oferta/mieszkanie-przy-samym-metrze-z-ogrodkiem-ID4noK0,Mazowieckie,Warszawa
"Bródno, Obok Metra 12.700zł/m2 3pok. Okazja",744625.0,"Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",60.0,3 ,2/8,do wykończenia,miejskie,garaż/miejsce parkingowe,"balkon, taras",https://www.otodom.pl/pl/oferta/brodno-obok-metra-12-700zl-m2-3pok-okazja-ID4n8la,Mazowieckie,Warszawa
"Bródno, 2 pok., tylko 624tys. zł ! Okazja, Metro",624750.0,"Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",42.5,2 ,6/8,do wykończenia,miejskie,garaż/miejsce parkingowe,"balkon, taras",https://www.otodom.pl/pl/oferta/brodno-2-pok-tylko-624tys-zl-okazja-metro-ID4n8le,Mazowieckie,Warszawa
Winda Duży Balkon Jasne Dobra Lokalizacja Wygodne,1290000.0,"Ujazdów, Śródmieście, Warszawa, mazowieckie",46.7,2 ,3/6,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/winda-duzy-balkon-jasne-dobra-lokalizacja-wygodne-ID4nULe,Mazowieckie,Warszawa
2 Pokoje za 648tys. zł Przy Metro Kondratowicza,64811280.0,"Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",46.36,2 ,4/8,do wykończenia,miejskie,garaż/miejsce parkingowe,"balkon, taras",https://www.otodom.pl/pl/oferta/2-pokoje-za-648tys-zl-przy-metro-kondratowicza-ID4n8lq,Mazowieckie,Warszawa
"3-pokojowe mieszkanie 48,20m2 Warszawa Sadyba",900000.0,"ul. św. Bonifacego, Sadyba, Mokotów, Warszawa, mazowieckie",48.2,3 ,5/10,do remontu,miejskie,,balkon,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-48-20m2-warszawa-sadyba-ID4nTEu,Mazowieckie,Warszawa
4pok. KABATY winda 2001r. ochrona | 2MP + PIWNICA,1900000.0,"ul. Wąwozowa, Kabaty, Ursynów, Warszawa, mazowieckie",128.5,4 ,parter/5,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/4pok-kabaty-winda-2001r-ochrona-2mp-piwnica-ID4nSsd,Mazowieckie,Warszawa
2 pokoje | wysoki standard | balkon | Okopowa,1490000.0,"ul. Okopowa, Nowolipki, Wola, Warszawa, mazowieckie",55.2,2 ,4/17,,miejskie,,,https://www.otodom.pl/pl/oferta/2-pokoje-wysoki-standard-balkon-okopowa-ID4nKra,Mazowieckie,Warszawa
4-pokojowe mieszkanie 83m2 + 3 loggie,,"ul. Marywilska 19, Żerań, Białołęka, Warszawa, mazowieckie",83.39,4 ,2/3,do wykończenia,,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-83m2-3-loggie-ID4fR4O,Mazowieckie,Warszawa
na sprzedaż 84m2 4 pokoje Ursus Bohaterów Wawy 9,899000.0,"ul. Bohaterów Warszawy, Skorosze, Ursus, Warszawa, mazowieckie",83.93,4 ,3/3,do wykończenia,miejskie,,,https://www.otodom.pl/pl/oferta/na-sprzedaz-84m2-4-pokoje-ursus-bohaterow-wawy-9-ID4giW3,Mazowieckie,Warszawa
4-pokojowe mieszkanie 76m2 + balkon Bez Prowizji,,"ul. Rzędziana, Brzeziny, Białołęka, Warszawa, mazowieckie",76.62,4 ,2/2,do wykończenia,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-76m2-balkon-bez-prowizji-ID4coVk,Mazowieckie,Warszawa
2-pokojowe mieszkanie 41m2 + balkon Bezpośrednio,856359.0,"ul. Powsińska, Sadyba, Mokotów, Warszawa, mazowieckie",41.37,2 ,5/11,do wykończenia,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-41m2-balkon-bezposrednio-ID4mTGf,Mazowieckie,Warszawa
"Bezpośrednio, 3 pokoje po remoncie, metro Bemowo",939000.0,"ul. gen. Tadeusza Pełczyńskiego, Górce, Bemowo, Warszawa, mazowieckie",57.2,3 ,parter/4,do zamieszkania,miejskie,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/bezposrednio-3-pokoje-po-remoncie-metro-bemowo-ID4nLqS,Mazowieckie,Warszawa
Mieszkanie - Warszawa Praga-Południe,890200.0,"Optyków, Gocław, Praga-Południe, Warszawa, mazowieckie",53.79,2 ,3/5,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-warszawa-praga-poludnie-ID4nUxw,Mazowieckie,Warszawa
OKAZJA 3 pokoje obok Starego Miasta,999000.0,"ul. Bonifraterska, Muranów, Śródmieście, Warszawa, mazowieckie",61.0,3 ,parter/3,do zamieszkania,miejskie,,,https://www.otodom.pl/pl/oferta/okazja-3-pokoje-obok-starego-miasta-ID4lumj,Mazowieckie,Warszawa
Ursus przy SKM! 50m2 Garaż Piwnica Strych,698000.0,"ul. Bohaterów Warszawy 24, Skorosze, Ursus, Warszawa, mazowieckie",50.0,2 ,1/2,do zamieszkania,gazowe,garaż/miejsce parkingowe,"balkon, ogródek",https://www.otodom.pl/pl/oferta/ursus-przy-skm-50m2-garaz-piwnica-strych-ID4mRjo,Mazowieckie,Warszawa
"3 pokojowe jasne mieszkanie, 2 piwnice",720000.0,"ul. Władysława Broniewskiego, Słodowiec, Bielany, Warszawa, mazowieckie",54.39,3 ,3/3,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/3-pokojowe-jasne-mieszkanie-2-piwnice-ID4nUup,Mazowieckie,Warszawa
"Dwa osobne pokoje, Ursus Skorosze",620000.0,"ul. Bohaterów Warszawy, Skorosze, Ursus, Warszawa, mazowieckie",48.4,2 ,1/3,,,,,https://www.otodom.pl/pl/oferta/dwa-osobne-pokoje-ursus-skorosze-ID4nUuj,Mazowieckie,Warszawa
"Białołęka, Krokwi, 2 pokoje, 44 m2",650000.0,"ul. Krokwi, Henryków, Białołęka, Warszawa, mazowieckie",44.0,2 ,1/3,do zamieszkania,inne,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/bialoleka-krokwi-2-pokoje-44-m2-ID4ne68,Mazowieckie,Warszawa
Przepiękny apartament z tarasami w kamienicy.,3698672.0,"Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",149.14,5 ,1/1,do zamieszkania,gazowe,,"balkon, taras",https://www.otodom.pl/pl/oferta/przepiekny-apartament-z-tarasami-w-kamienicy-ID4nU5N,Mazowieckie,Warszawa
Rondo Wiatraczna dwa pokoje po generalnym remoncie,688000.0,"ul. Grochowska 200, Grochów, Praga-Południe, Warszawa, mazowieckie",50.7,2 ,7/19,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/rondo-wiatraczna-dwa-pokoje-po-generalnym-remoncie-ID4nU56,Mazowieckie,Warszawa
"3 pokoje przy metrze Wilanowska, inwestycja Avore",1587582.0,"Ksawerów, Mokotów, Warszawa, mazowieckie",89.19,3 ,3/6,,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/3-pokoje-przy-metrze-wilanowska-inwestycja-avore-ID4nU5w,Mazowieckie,Warszawa
"Ogródek 32 m2, 2 pokoje zielona okolica",578280.0,"Wólka Węglowa, Bielany, Warszawa, mazowieckie",48.19,2 ,parter/4,do wykończenia,miejskie,garaż/miejsce parkingowe,"balkon, ogródek, taras",https://www.otodom.pl/pl/oferta/ogrodek-32-m2-2-pokoje-zielona-okolica-ID4nU5B,Mazowieckie,Warszawa
Apartament 3-pokoje z Widokami na Panoramę Miasta,1470000.0,"ul. Okopowa, Nowolipki, Wola, Warszawa, mazowieckie",72.3,3 ,8/17,do zamieszkania,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/apartament-3-pokoje-z-widokami-na-panorame-miasta-ID4nIIv,Mazowieckie,Warszawa
"Mieszkanie 2 pokojowe 40,1 m2 z ogródkiem JUŻ JEST",487215.0,"ul. Mariana Hemara 9b, Białołęka Dworska, Białołęka, Warszawa, mazowieckie",40.1,2 ,parter/2,do wykończenia,kotłownia,garaż/miejsce parkingowe,ogródek,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-40-1-m2-z-ogrodkiem-juz-jest-ID4nM9n,Mazowieckie,Warszawa
"Oddzielna kuchnia, 2 pokoje, idealne pod kredyt 2%",595443.0,"Wólka Węglowa, Bielany, Warszawa, mazowieckie",48.41,2 ,2/3,do wykończenia,miejskie,garaż/miejsce parkingowe,"balkon, taras",https://www.otodom.pl/pl/oferta/oddzielna-kuchnia-2-pokoje-idealne-pod-kredyt-2-ID4nU5p,Mazowieckie,Warszawa
"Dwa pokoje, duży balkon idealne dla pary",554580.0,"Wólka Węglowa, Bielany, Warszawa, mazowieckie",42.66,2 ,1/3,do wykończenia,miejskie,garaż/miejsce parkingowe,"balkon, taras",https://www.otodom.pl/pl/oferta/dwa-pokoje-duzy-balkon-idealne-dla-pary-ID4nU55,Mazowieckie,Warszawa
Wola/Bemowo - Cesja: Nowe 36m2 z pięknym widokiem,619000.0,"ul. Marynin, Koło, Wola, Warszawa, mazowieckie",36.0,2 ,1/4,do wykończenia,miejskie,,,https://www.otodom.pl/pl/oferta/wola-bemowo-cesja-nowe-36m2-z-pieknym-widokiem-ID4mSY0,Mazowieckie,Warszawa
"sprzedam mieszkanie 30,5m2 ul. Dąbrowskiego 17A/5",590000.0,"ul. Jarosława Dąbrowskiego, Stary Mokotów, Mokotów, Warszawa, mazowieckie",30.5,1 ,1/4,do zamieszkania,miejskie,,ogródek,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-30-5m2-ul-dabrowskiego-17a-5-ID4mNPY,Mazowieckie,Warszawa
Dwa pokoje z odzielną kuchnią i dużym balkonem,666000.0,"Wólka Węglowa, Bielany, Warszawa, mazowieckie",55.5,2 ,2/3,do wykończenia,miejskie,garaż/miejsce parkingowe,"balkon, taras",https://www.otodom.pl/pl/oferta/dwa-pokoje-z-odzielna-kuchnia-i-duzym-balkonem-ID4nU4Z,Mazowieckie,Warszawa
3 pokoje Wolska 5/13 Rondo Daszyńskiego 56m2,810000.0,"Wolska 5/13, Czyste, Wola, Warszawa, mazowieckie",56.0,3 ,parter/10,,miejskie,,,https://www.otodom.pl/pl/oferta/3-pokoje-wolska-5-13-rondo-daszynskiego-56m2-ID4nU4O,Mazowieckie,Warszawa
ŚCISŁE CENTRUM ! 2 pokoje !! Bezpośrednio !!!,675000.0,"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",40.28,2 ,> 10/15,do remontu,miejskie,,,https://www.otodom.pl/pl/oferta/scisle-centrum-2-pokoje-bezposrednio-ID4nCPk,Mazowieckie,Warszawa
"Mieszkanie na Bemowie, 3 pokoje, księga wieczysta.",680000.0,"ul. Synów Pułku, Jelonki Południowe, Bemowo, Warszawa, mazowieckie",52.0,3 ,7/11,do remontu,miejskie,,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-na-bemowie-3-pokoje-ksiega-wieczysta-ID4nMVz,Mazowieckie,Warszawa
"Wyjątkowe 3 pok. 60.4 m2 z M.P,Bielany, Klaudyny",950000.0,"ul. Klaudyny, Marymont-Ruda, Bielany, Warszawa, mazowieckie",59.7,3 ,4/20,do zamieszkania,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/wyjatkowe-3-pok-60-4-m2-z-m-p-bielany-klaudyny-ID4nPQd,Mazowieckie,Warszawa
"Ostoja, apartament, ostatnie piętro 79m+30m taras",1899000.0,"ul. Prymasa Augusta Hlonda 10G, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",79.0,3 ,4/4,do remontu,miejskie,garaż/miejsce parkingowe,taras,https://www.otodom.pl/pl/oferta/ostoja-apartament-ostatnie-pietro-79m-30m-taras-ID4nU2C,Mazowieckie,Warszawa
Wyjątkowo atrakcyjne i piękne,2250000.0,"Młociny Heroldów 25, Huta, Bielany, Warszawa, mazowieckie",71.0,3 ,3/5,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/wyjatkowo-atrakcyjne-i-piekne-ID4k89z,Mazowieckie,Warszawa
3-pokojowe mieszkanie na Bliskiej Woli z loggią,1767000.0,"ul. Marcina Kasprzaka, Odolany, Wola, Warszawa, mazowieckie",62.0,3 ,6/23,,,,"balkon, taras",https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-bliskiej-woli-z-loggia-ID4nhHc,Mazowieckie,Warszawa
3-pokojowe mieszkanie 66 m² na Woli umeblowane,1399000.0,"Juliana Konstantego Ordona, Odolany, Wola, Warszawa, mazowieckie",66.0,3 ,2/7,do zamieszkania,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-66-m-na-woli-umeblowane-ID4nxsN,Mazowieckie,Warszawa
Premium apartament z tarasem 30m2 w Samym Centrum,2000000.0,"Juliana Konstantego Ordona, Odolany, Wola, Warszawa, mazowieckie",74.0,3 ,parter/8,,,garaż/miejsce parkingowe,taras,https://www.otodom.pl/pl/oferta/premium-apartament-z-tarasem-30m2-w-samym-centrum-ID4nOOW,Mazowieckie,Warszawa
"Atrakcyjne mieszkanie,duży taras -Sarmacka Wilanów",1200000.0,"Sarmacka , Aura Park, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",63.0,2 ,1/4,do zamieszkania,miejskie,,"balkon, taras",https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-duzy-taras-sarmacka-wilanow-ID4nU2t,Mazowieckie,Warszawa
Bielany. Metro. Trzy pokoje. Ogródek.,719000.0,"Wawrzyszew, Bielany, Warszawa, mazowieckie",40.92,3 ,parter/4,do zamieszkania,miejskie,,ogródek,https://www.otodom.pl/pl/oferta/bielany-metro-trzy-pokoje-ogrodek-ID4nPb5,Mazowieckie,Warszawa
2 Pok -Piękny Taras -Garderoba -Klimatyzacja,750000.0,"ul. Skoroszewska, Skorosze, Ursus, Warszawa, mazowieckie",53.95,2 ,1/8,,,garaż/miejsce parkingowe,taras,https://www.otodom.pl/pl/oferta/2-pok-piekny-taras-garderoba-klimatyzacja-ID4n20o,Mazowieckie,Warszawa
3 pokoje z pięknym widokiem | metro | balkon,695000.0,"ul. Aleksandra Kowalskiego, Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",62.3,3 ,> 10/12,,miejskie,,,https://www.otodom.pl/pl/oferta/3-pokoje-z-pieknym-widokiem-metro-balkon-ID4nQz1,Mazowieckie,Warszawa
Bezposrednio 2 pokoje 31m2 plus 10m2 gratis,469000.0,"Rakowiec, Ochota, Warszawa, mazowieckie",31.0,2 ,10/10,do remontu,miejskie,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/bezposrednio-2-pokoje-31m2-plus-10m2-gratis-ID4nIDt,Mazowieckie,Warszawa
"Ursynów , 4 pok. 130,50 m kameralne osiedle",1699000.0,"ul. Jana Żabińskiego, Natolin, Ursynów, Warszawa, mazowieckie",130.5,4 ,1/4,,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/ursynow-4-pok-130-50-m-kameralne-osiedle-ID4nekC,Mazowieckie,Warszawa
"Miasteczko Jutrzenki, IQ2024, Widok na oczko wodne",810000.0,"Okęcie, Włochy, Warszawa, mazowieckie",60.03,3 ,2/6,do wykończenia,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/miasteczko-jutrzenki-iq2024-widok-na-oczko-wodne-ID4ne0i,Mazowieckie,Warszawa
Przytulne mieszkanie przy Sadach Żoliborskich,699000.0,"ul. ks. Jerzego Popiełuszki, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",44.0,2 ,parter/8,do zamieszkania,miejskie,,ogródek,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-przy-sadach-zoliborskich-ID4nTYO,Mazowieckie,Warszawa
